OBJECTID,Gestor de red,Nombre del gestor,Provincia,Municipio,Coordenada X,Coordenada Y,Subestación,Nivel de tensión (kV),Capacidad disponible (MW),Nudo reservado,Capacidad ocupada (MW),Capacidad admitida y no evaluada (MW),Nudo 0*,x,y
1571,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,"Pedernoso, El",522160.08,4370186.7,STR EL PEDERNOSO,20,0,No,7.29,0,0,522160.08,4370186.7
1572,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,"Pedernoso, El",522160.08,4370186.7,STR EL PEDERNOSO,20,0,No,18.54,0,0,522160.08,4370186.7
1573,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Osa de la Vega,516939.73,4390347.5,STR OSA DE LA VEGA,66,0,No,0,0,0,516939.73,4390347.5
1574,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Osa de la Vega,516939.73,4390347.5,STR OSA DE LA VEGA,20,0,No,0.96,0,0,516939.73,4390347.5
1575,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Osa de la Vega,516939.73,4390347.5,STR OSA DE LA VEGA,20,0,No,1.13,0,0,516939.73,4390347.5
1576,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Saelices,515035.7,4418339.92,STR SAELICES,66,0,No,0,0,0,515035.7,4418339.92
1577,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Saelices,515035.7,4418339.92,STR SAELICES,20,0,No,0.48,0,0,515035.7,4418339.92
1578,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Tarancón,502730.42,4425080.09,STR SENDA PASTORES,66,0,No,0,0,0,502730.42,4425080.09
1579,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Tarancón,502730.42,4425080.09,STR SENDA PASTORES,20,0,No,25.48,0,0,502730.42,4425080.09
1580,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Tarancón,502730.42,4425080.09,STR SENDA PASTORES,20,0,No,21.08,0,0,502730.42,4425080.09
1581,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Tarancón,498078.94,4429165.96,STR TARANCON,66,0,No,0,0,0,498078.94,4429165.96
1582,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Tarancón,498078.94,4429165.96,STR TARANCON,20,0,No,13.76,0,0,498078.94,4429165.96
1583,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Tarancón,498078.94,4429165.96,STR TARANCON,20,0,No,24.36,0,0,498078.94,4429165.96
1584,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Villamayor de Santiago,505761.51,4399794.52,STR VILLAMAYOR DE SANTIAGO,20,0,No,11.52,0,0,505761.51,4399794.52
1585,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Cuenca,Villamayor de Santiago,505761.51,4399794.52,STR VILLAMAYOR DE SANTIAGO,66,0,No,0,0,0,505761.51,4399794.52
1586,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Alovera,479370.58,4492555.01,ST ALOVERA,132,0,No,0,0,0,479370.58,4492555.01
1587,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Alovera,479370.58,4492555.01,ST ALOVERA,45,0,No,0,0,0,479370.58,4492555.01
1588,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Alovera,479370.58,4492555.01,ST ALOVERA,20,0,No,78.44,0,0,479370.58,4492555.01
1589,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Alovera,479370.58,4492555.01,ST ALOVERA,20,0,No,31.9,0,0,479370.58,4492555.01
1590,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Cabanillas del Campo,478751.6,4496171.87,ST CABANILLAS CAMPO,132,0,No,0,0,0,478751.6,4496171.87
1591,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Cabanillas del Campo,478751.6,4496171.87,ST CABANILLAS CAMPO,20,0,No,56.29,0,0,478751.6,4496171.87
1592,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Cabanillas del Campo,478751.6,4496171.87,ST CABANILLAS CAMPO,20,0,No,39.7,0,0,478751.6,4496171.87
1593,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Cabanillas del Campo,478751.6,4496171.87,ST CABANILLAS CAMPO,20,0,No,60.8,0,0,478751.6,4496171.87
1594,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Cabanillas del Campo,479341.26,4495711.59,ST C-CAMPO-AIR LIQUI,132,0,No,0,0,0,479341.26,4495711.59
1595,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Marchamalo,484252.34,4503014.81,ST CIUDAD DEL TRANSP,132,0,No,0,0,0,484252.34,4503014.81
1596,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Marchamalo,484252.34,4503014.81,ST CIUDAD DEL TRANSP,20,0,No,56.76,0,0,484252.34,4503014.81
1597,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Marchamalo,484252.34,4503014.81,ST CIUDAD DEL TRANSP,20,0,No,40.84,0,0,484252.34,4503014.81
1598,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Brihuega,501471.31,4510825.9,ST FTE ALCARRIA ID,132,0,No,0,0,0,501471.31,4510825.9
1599,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Galápagos,466231.98,4505183.32,ST GALAPAGOS,20,0,No,12.8,0,0,466231.98,4505183.32
1600,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Galápagos,466231.98,4505183.32,ST GALAPAGOS,20,0,No,9.28,0,0,466231.98,4505183.32
1601,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Galápagos,466231.98,4505183.32,ST GALAPAGOS,132,0,No,0.15,0,0,466231.98,4505183.32
1602,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Guadalajara,484750.88,4500889.59,ST GUADALAJARA,132,0,No,110.15,0,0,484750.88,4500889.59
1603,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Guadalajara,484750.88,4500889.59,ST GUADALAJARA,66,0,No,3.17,0,0,484750.88,4500889.59
1604,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Guadalajara,484750.88,4500889.59,ST GUADALAJARA,66,0,No,0.04,0,0,484750.88,4500889.59
1605,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Guadalajara,484750.88,4500889.59,ST GUADALAJARA,20,0,No,68.44,0,0,484750.88,4500889.59
1606,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Guadalajara,484750.88,4500889.59,ST GUADALAJARA,20,0,No,98.29,0,0,484750.88,4500889.59
1607,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Galápagos,471273.97,4506467.74,ST TENEBRON,132,0,No,0,0,0,471273.97,4506467.74
1608,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Torija,497599.11,4511899.14,ST TORIJA,132,0,No,9.4,0,0,497599.11,4511899.14
1609,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Torija,497599.11,4511899.14,ST TORIJA,20,0,No,45.69,0,0,497599.11,4511899.14
1610,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Torija,497599.11,4511899.14,ST TORIJA,20,0,No,20.03,0,0,497599.11,4511899.14
1611,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Villanueva de la Torre,476199.48,4491949.84,ST VILLANUEVA DE LA TORRE,20,0,No,44.75,0,0,476199.48,4491949.84
1612,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Villanueva de la Torre,476199.48,4491949.84,ST VILLANUEVA DE LA TORRE,132,0,No,0,0,0,476199.48,4491949.84
1613,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Alarilla,490452.49,4520317.58,STR ALARILLA,66,0,No,0,0,0,490452.49,4520317.58
1614,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Alarilla,490452.49,4520317.58,STR ALARILLA,20,0,No,4.94,0,0,490452.49,4520317.58
1615,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Fontanar,484383.62,4510039.51,STR FONTANAR,66,0,No,0.01,0,0,484383.62,4510039.51
1616,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Fontanar,484383.62,4510039.51,STR FONTANAR,20,0,No,7.32,0,0,484383.62,4510039.51
1617,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Fontanar,484383.62,4510039.51,STR FONTANAR,20,0,No,23.28,0,0,484383.62,4510039.51
1618,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Jadraque,506447.28,4531254.71,STR JADRAQUE,66,0,No,0,0,0,506447.28,4531254.71
1619,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Jadraque,506447.28,4531254.71,STR JADRAQUE,20,0,No,4.18,0,0,506447.28,4531254.71
1620,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Sigüenza,529863.64,4545304.77,STR SIGUENZA,66,0,No,0,0,0,529863.64,4545304.77
1621,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Sigüenza,529863.64,4545304.77,STR SIGUENZA,66,0,No,0,0,0,529863.64,4545304.77
1622,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Sigüenza,529863.64,4545304.77,STR SIGUENZA,20,0,No,2.82,0,0,529863.64,4545304.77
1623,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Sigüenza,529863.64,4545304.77,STR SIGUENZA,20,0,No,28.61,0,0,529863.64,4545304.77
1624,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Yunquera de Henares,484856.5,4514200.32,STR YUNQUERA HENARES,66,0,No,0,0,0,484856.5,4514200.32
1625,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Guadalajara,Yunquera de Henares,484856.5,4514200.32,STR YUNQUERA HENARES,20,0,No,6.79,0,0,484856.5,4514200.32
1626,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aduna,578200.82,4784123.29,ST ADUNA,132,0,No,3.45,0,1,578200.82,4784123.29
1627,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aduna,578200.82,4784123.29,ST ADUNA,132,0,No,0,0,1,578200.82,4784123.29
1628,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aduna,578200.82,4784123.29,ST ADUNA,13,0,No,5.92,0,0,578200.82,4784123.29
1629,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aduna,578200.82,4784123.29,ST ADUNA,30,0,No,17.56,0,0,578200.82,4784123.29
1630,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Altzo,573607.33,4773444.15,ST ALZO,132,0,No,0,0,0,573607.33,4773444.15
1631,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Altzo,573607.33,4773444.15,ST ALZO,132,0,No,0,0,0,573607.33,4773444.15
1632,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Altzo,573607.33,4773444.15,ST ALZO,30,0,No,54.78,0,0,573607.33,4773444.15
1633,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,593824.44,4795369.84,ST ARKALE,132,0,No,16.1,0,0,593824.44,4795369.84
1634,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,560715.87,4784740.99,ST AZPEITIA,132,0,No,22,0,1,560715.87,4784740.99
1635,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,546909.58,4775834.9,ST BERGARA,30,0,No,75.49,0,0,546909.58,4775834.9
1636,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,546909.58,4775834.9,ST BERGARA,132,0,No,0,0,1,546909.58,4775834.9
1637,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,546909.58,4775834.9,ST BERGARA,132,0,No,0,0,1,546909.58,4775834.9
1638,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,547635.65,4784156.44,ST ELGOIBAR,132,0,No,0,0,1,547635.65,4784156.44
1639,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,547635.65,4784156.44,ST ELGOIBAR,132,0,No,0,0,1,547635.65,4784156.44
1640,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,547635.65,4784156.44,ST ELGOIBAR,30,0,No,35.39,0,0,547635.65,4784156.44
1641,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583032.65,4794642.85,ST ERRONDO,132,0,No,0,0,1,583032.65,4794642.85
1642,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583032.65,4794642.85,ST ERRONDO,132,0,No,0,0,1,583032.65,4794642.85
1643,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583032.65,4794642.85,ST ERRONDO,13,0,No,17.04,0,0,583032.65,4794642.85
1644,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583032.65,4794642.85,ST ERRONDO,13,0,No,24.67,0,0,583032.65,4794642.85
1645,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hernani,583810.32,4790153.46,ST HERNANI,132,0,No,77.7,0,1,583810.32,4790153.46
1646,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hernani,583810.32,4790153.46,ST HERNANI,30,0,No,71.64,0,1,583810.32,4790153.46
1647,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,596319.79,4799015.38,ST IRUN,132,0,No,0,0,0,596319.79,4799015.38
1648,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,596319.79,4799015.38,ST IRUN,13,0,No,9.72,0,0,596319.79,4799015.38
1649,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,596319.79,4799015.38,ST IRUN,30,0,No,0,0,0,596319.79,4799015.38
1650,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,596319.79,4799015.38,ST IRUN,13,0,No,8.45,0,0,596319.79,4799015.38
1651,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,596319.79,4799015.38,ST IRUN,30,0,No,0,0,0,596319.79,4799015.38
1652,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,596319.79,4799015.38,ST IRUN,30,0,No,32.78,0.93,0,596319.79,4799015.38
1653,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zestoa,560364.37,4785027.07,ST LASAO,132,0,No,0,0,1,560364.37,4785027.07
1654,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zestoa,560364.37,4785027.07,ST LASAO,132,0,No,0,0,1,560364.37,4785027.07
1655,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zestoa,560364.37,4785027.07,ST LASAO,30,0,No,39.16,0,0,560364.37,4785027.07
1656,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,584975.05,4795102.68,ST MARTUTENE,132,0,No,0,0,1,584975.05,4795102.68
1657,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,584975.05,4795102.68,ST MARTUTENE,132,0,No,0,0,1,584975.05,4795102.68
1658,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,584975.05,4795102.68,ST MARTUTENE,13,0,No,20.09,0,0,584975.05,4795102.68
1659,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,584975.05,4795102.68,ST MARTUTENE,30,0,No,3,0,0,584975.05,4795102.68
1660,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,584975.05,4795102.68,ST MARTUTENE,30,0,No,15.48,0,0,584975.05,4795102.68
1661,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,543284.47,4769321.83,ST MONDRAGON,132,0,No,0,0,1,543284.47,4769321.83
1662,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,543284.47,4769321.83,ST MONDRAGON,132,0,No,0,0,1,543284.47,4769321.83
1663,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,543284.47,4769321.83,ST MONDRAGON,132,0,No,0,0,1,543284.47,4769321.83
1664,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,543284.47,4769321.83,ST MONDRAGON,30,0,No,69.54,0,0,543284.47,4769321.83
1665,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590506.73,4796173.98,ST OIARTZUN,132,0,No,33,0,1,590506.73,4796173.98
1666,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590506.73,4796173.98,ST OIARTZUN,132,0,No,0,0,1,590506.73,4796173.98
1667,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590506.73,4796173.98,ST OIARTZUN,30,0,No,16.42,0,0,590506.73,4796173.98
1668,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ormaiztegi,561695.37,4765840.4,ST ORMAIZTEGI,132,1.26,No,27.3,0,0,561695.37,4765840.4
1669,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ormaiztegi,561695.37,4765840.4,ST ORMAIZTEGI,13,0,No,7.45,0,0,561695.37,4765840.4
1670,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ormaiztegi,561695.37,4765840.4,ST ORMAIZTEGI,30,0,No,0,0,0,561695.37,4765840.4
1671,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ormaiztegi,561695.37,4765840.4,ST ORMAIZTEGI,13,0,No,1.04,0,0,561695.37,4765840.4
1672,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ormaiztegi,561695.37,4765840.4,ST ORMAIZTEGI,30,0,No,0,0,0,561695.37,4765840.4
1673,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ormaiztegi,561695.37,4765840.4,ST ORMAIZTEGI,30,0,No,47.19,0,0,561695.37,4765840.4
1674,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,579733.34,4792161.57,ST USURBIL,30,0,No,36.76,0,0,579733.34,4792161.57
1675,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,579733.34,4792161.57,ST USURBIL,132,0,No,0,0,1,579733.34,4792161.57
1676,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,579733.34,4792161.57,ST USURBIL,132,0,No,0,0,1,579733.34,4792161.57
1677,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,578165.68,4789874.43,ST ZUBIETA,30,0,No,46.54,0,0,578165.68,4789874.43
1678,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,578165.68,4789874.43,ST ZUBIETA,132,0,No,0,0,1,578165.68,4789874.43
1679,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Alegia,573520.59,4771988.24,STR ALEGIA,13,0,No,2.16,0,0,573520.59,4771988.24
1680,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Alegia,573520.59,4771988.24,STR ALEGIA,30,0,No,0,0,0,573520.59,4771988.24
1681,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,586932.79,4796491.83,STR ALZA,13,0,No,10.09,0,0,586932.79,4796491.83
1682,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,586932.79,4796491.83,STR ALZA,30,0,No,0,0,0,586932.79,4796491.83
1683,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,586932.79,4796491.83,STR ALZA,13,0,No,4.69,0,0,586932.79,4796491.83
1684,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,586932.79,4796491.83,STR ALZA,30,0,No,0,0,0,586932.79,4796491.83
1685,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eskoriatza,539422.68,4763579.53,STR ARETXABALETA,13,0,No,2.44,0,0,539422.68,4763579.53
1686,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eskoriatza,539422.68,4763579.53,STR ARETXABALETA,30,0,No,0,0,0,539422.68,4763579.53
1687,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eskoriatza,539422.68,4763579.53,STR ARETXABALETA,13,0,No,1.86,0,0,539422.68,4763579.53
1688,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eskoriatza,539422.68,4763579.53,STR ARETXABALETA,30,0,No,0,0,0,539422.68,4763579.53
1689,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,560506.53,4780066.06,STR AZPEITIA LANDETA,13,0,No,5.37,0,0,560506.53,4780066.06
1690,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,560506.53,4780066.06,STR AZPEITIA LANDETA,30,0,No,0,0,0,560506.53,4780066.06
1691,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,560506.53,4780066.06,STR AZPEITIA LANDETA,13,0,No,1.61,0,0,560506.53,4780066.06
1692,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,560506.53,4780066.06,STR AZPEITIA LANDETA,30,0,No,0,0,0,560506.53,4780066.06
1693,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bidania-Goiatz,568556.9,4776620.02,STR BIDEGOIAN,13,0,No,1.21,0,0,568556.9,4776620.02
1694,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bidania-Goiatz,568556.9,4776620.02,STR BIDEGOIAN,30,0,No,0.01,0,0,568556.9,4776620.02
1695,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Deba,551590.35,4793303.5,STR DEBA,13,0,No,3.16,0,0,551590.35,4793303.5
1696,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Deba,551590.35,4793303.5,STR DEBA,30,0,No,0,0,0,551590.35,4793303.5
1697,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583286.82,4796417.64,STR EGUIA,13,0,No,10.75,0,0,583286.82,4796417.64
1698,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583286.82,4796417.64,STR EGUIA,30,0,No,0,0,0,583286.82,4796417.64
1699,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583286.82,4796417.64,STR EGUIA,13,0,No,11.44,0,0,583286.82,4796417.64
1700,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583286.82,4796417.64,STR EGUIA,30,0,No,0,0,0,583286.82,4796417.64
1701,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583286.82,4796417.64,STR EGUIA,13,0,No,21.25,0,0,583286.82,4796417.64
1702,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,583286.82,4796417.64,STR EGUIA,30,0,No,0,0,0,583286.82,4796417.64
1703,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,548356.98,4786113.86,STR ELGOIBAR,13,0,No,4,0,0,548356.98,4786113.86
1704,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,548356.98,4786113.86,STR ELGOIBAR,30,0,No,2,0,0,548356.98,4786113.86
1705,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,548356.98,4786113.86,STR ELGOIBAR,13,0,No,6.87,0,0,548356.98,4786113.86
