OBJECTID,Gestor de red,Nombre del gestor,Provincia,Municipio,Coordenada X,Coordenada Y,Subestación,Nivel de tensión (kV),Capacidad disponible (MW),Nudo reservado,Capacidad ocupada (MW),Capacidad admitida y no evaluada (MW),Nudo 0*,x,y
1706,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgoibar,548356.98,4786113.86,STR ELGOIBAR,30,0,No,0,0,0,548356.98,4786113.86
1707,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgeta,541578.41,4775889.99,STR ELGUETA,13,0,No,3.21,0,0,541578.41,4775889.99
1708,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Elgeta,541578.41,4775889.99,STR ELGUETA,30,0,No,0.25,0,0,541578.41,4775889.99
1709,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ezkio-Itsaso,557296,4770470.93,STR EZKIOGA,13,0,No,4.83,0,0,557296,4770470.93
1710,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ezkio-Itsaso,557296,4770470.93,STR EZKIOGA,30,0,No,0,0,0,557296,4770470.93
1711,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ezkio-Itsaso,557296,4770470.93,STR EZKIOGA,13,0,No,2.18,0,0,557296,4770470.93
1712,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ezkio-Itsaso,557296,4770470.93,STR EZKIOGA,30,0,No,0,0,0,557296,4770470.93
1713,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azkoitia,555622.24,4781405.87,STR FLOREAGA,13,0,No,4.34,0,0,555622.24,4781405.87
1714,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azkoitia,555622.24,4781405.87,STR FLOREAGA,30,0,No,0,0,0,555622.24,4781405.87
1715,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azkoitia,555622.24,4781405.87,STR FLOREAGA,13,0,No,4.65,0,0,555622.24,4781405.87
1716,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azkoitia,555622.24,4781405.87,STR FLOREAGA,30,0,No,0,0,0,555622.24,4781405.87
1717,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hondarribia,597345.82,4801613.54,STR FUENTERRABIA,13,0,No,7.94,0,0,597345.82,4801613.54
1718,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hondarribia,597345.82,4801613.54,STR FUENTERRABIA,30,0,No,0,0,0,597345.82,4801613.54
1719,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hernani,584090.49,4791424.12,STR HERNANI,13,0,No,8.48,0,0,584090.49,4791424.12
1720,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hernani,584090.49,4791424.12,STR HERNANI,30,0,No,0.68,0,1,584090.49,4791424.12
1721,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hernani,584090.49,4791424.12,STR HERNANI,13,0,No,7.89,0,0,584090.49,4791424.12
1722,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Hernani,584090.49,4791424.12,STR HERNANI,30,0,No,0.6,0,1,584090.49,4791424.12
1723,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,579108.35,4794761.66,STR IGARA,13,0,No,21.43,0,0,579108.35,4794761.66
1724,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,579108.35,4794761.66,STR IGARA,30,0,No,0,0,0,579108.35,4794761.66
1725,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,579108.35,4794761.66,STR IGARA,13,0,No,13.53,0,0,579108.35,4794761.66
1726,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,579108.35,4794761.66,STR IGARA,30,0,No,0,0,0,579108.35,4794761.66
1727,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Andoain,579596.33,4786202.33,STR ILLARRAMENDI,30,0,No,0,0,0,579596.33,4786202.33
1728,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Andoain,579596.33,4786202.33,STR ILLARRAMENDI,30,0,No,0,0,0,579596.33,4786202.33
1729,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Andoain,579596.33,4786202.33,STR ILLARRAMENDI,13,0,No,5.2,0,0,579596.33,4786202.33
1730,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Andoain,579596.33,4786202.33,STR ILLARRAMENDI,13,0,No,9.25,0,0,579596.33,4786202.33
1731,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,542168.41,4781169.58,STR ISASI (EIBAR),13,0,No,4.74,0,0,542168.41,4781169.58
1732,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,542168.41,4781169.58,STR ISASI (EIBAR),30,0,No,0,0,0,542168.41,4781169.58
1733,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,542168.41,4781169.58,STR ISASI (EIBAR),13,0,No,3.14,0,0,542168.41,4781169.58
1734,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,542168.41,4781169.58,STR ISASI (EIBAR),30,0,No,0,0,0,542168.41,4781169.58
1735,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Deba,553632.61,4791835.82,STR ITZIAR,13,0,No,1.93,0,0,553632.61,4791835.82
1736,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Deba,553632.61,4791835.82,STR ITZIAR,30,0,No,0,0,0,553632.61,4791835.82
1737,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Deba,553632.61,4791835.82,STR ITZIAR,13,0,No,2.99,0,0,553632.61,4791835.82
1738,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Deba,553632.61,4791835.82,STR ITZIAR,30,0,No,0,0,0,553632.61,4791835.82
1739,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,597907.43,4798321.56,STR LARREAUNDI BERRI,30,0,No,0,0,0,597907.43,4798321.56
1740,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,597907.43,4798321.56,STR LARREAUNDI BERRI,30,0,No,0,0,0,597907.43,4798321.56
1741,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,597907.43,4798321.56,STR LARREAUNDI BERRI,13,0,No,7.22,0,0,597907.43,4798321.56
1742,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Irun,597907.43,4798321.56,STR LARREAUNDI BERRI,13,0,No,16.17,0,0,597907.43,4798321.56
1743,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lasarte-Oria,580368.37,4791594.38,STR LASARTE,13,0,No,29.16,0,0,580368.37,4791594.38
1744,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lasarte-Oria,580368.37,4791594.38,STR LASARTE,30,0,No,0,0,1,580368.37,4791594.38
1745,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lasarte-Oria,580368.37,4791594.38,STR LASARTE,13,0,No,9.89,0,0,580368.37,4791594.38
1746,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lasarte-Oria,580368.37,4791594.38,STR LASARTE,30,0,No,0,0,1,580368.37,4791594.38
1747,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lazkao,566006.05,4765085.57,STR LAZKAO,13,0,No,8.07,0,0,566006.05,4765085.57
1748,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lazkao,566006.05,4765085.57,STR LAZKAO,30,0,No,0,0,0,566006.05,4765085.57
1749,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lazkao,566006.05,4765085.57,STR LAZKAO,13,0,No,11.81,0,0,566006.05,4765085.57
1750,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lazkao,566006.05,4765085.57,STR LAZKAO,30,0,No,0,0,0,566006.05,4765085.57
1751,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Legazpi,554031.96,4765735.03,STR LEGAZPIA,13,0,No,3.47,0,0,554031.96,4765735.03
1752,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Legazpi,554031.96,4765735.03,STR LEGAZPIA,30,0,No,0,0,0,554031.96,4765735.03
1753,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Legazpi,554031.96,4765735.03,STR LEGAZPIA,13,0,No,0.15,0,0,554031.96,4765735.03
1754,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Legazpi,554031.96,4765735.03,STR LEGAZPIA,30,0,No,0,0,0,554031.96,4765735.03
1755,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lezo,589788.82,4797009.98,STR LEZO,13,0,No,11.18,0,0,589788.82,4797009.98
1756,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Lezo,589788.82,4797009.98,STR LEZO,30,0,No,0,0,0,589788.82,4797009.98
1757,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,558329.02,4780890.17,STR LOYOLA,13,0,No,10.54,0,0,558329.02,4780890.17
1758,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Azpeitia,558329.02,4780890.17,STR LOYOLA,30,0,No,0,0,0,558329.02,4780890.17
1759,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,543189.59,4781878.61,STR MATXARI (EIBAR),13,0,No,8.5,0,0,543189.59,4781878.61
1760,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,543189.59,4781878.61,STR MATXARI (EIBAR),30,0,No,0,0,0,543189.59,4781878.61
1761,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,543189.59,4781878.61,STR MATXARI (EIBAR),13,0,No,4.43,0,0,543189.59,4781878.61
1762,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Eibar,543189.59,4781878.61,STR MATXARI (EIBAR),30,0,No,0,0,0,543189.59,4781878.61
1763,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Mendaro,549486.55,4789410.26,STR MENDARO,13,0,No,1.54,0,0,549486.55,4789410.26
1764,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Mendaro,549486.55,4789410.26,STR MENDARO,30,0,No,0,0,0,549486.55,4789410.26
1765,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,540778.01,4767801.66,STR MONDRAGON,13,0,No,13.15,0,0,540778.01,4767801.66
1766,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,540778.01,4767801.66,STR MONDRAGON,30,0,No,7.58,0,0,540778.01,4767801.66
1767,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,540778.01,4767801.66,STR MONDRAGON,13,0,No,11.41,0,0,540778.01,4767801.66
1768,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Arrasate/Mondragón,540778.01,4767801.66,STR MONDRAGON,30,0,No,0,0,0,540778.01,4767801.66
1769,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Mutriku,549633.56,4794650.37,STR MOTRICO,13,0,No,2.54,0,0,549633.56,4794650.37
1770,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Mutriku,549633.56,4794650.37,STR MOTRICO,30,0,No,0,0,0,549633.56,4794650.37
1771,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590938.12,4795173.8,STR OIARTZUN,13,0,No,8.11,0,0,590938.12,4795173.8
1772,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590938.12,4795173.8,STR OIARTZUN,30,0,No,0,0,0,590938.12,4795173.8
1773,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590938.12,4795173.8,STR OIARTZUN,13,0,No,4.36,0,0,590938.12,4795173.8
1774,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oiartzun,590938.12,4795173.8,STR OIARTZUN,30,0,No,0,0,0,590938.12,4795173.8
1775,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oñati,547446.6,4764551.82,STR ONATE,13,0,No,5.56,0,0,547446.6,4764551.82
1776,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Oñati,547446.6,4764551.82,STR ONATE,30,0,No,0,0,0,547446.6,4764551.82
1777,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ordizia,567313.62,4767595.51,STR ORDIZIA NUEVA,13,0,No,4.51,0,0,567313.62,4767595.51
1778,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ordizia,567313.62,4767595.51,STR ORDIZIA NUEVA,30,0,No,0,0,0,567313.62,4767595.51
1779,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ordizia,567313.62,4767595.51,STR ORDIZIA NUEVA,13,0,No,5.31,0,0,567313.62,4767595.51
1780,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Ordizia,567313.62,4767595.51,STR ORDIZIA NUEVA,30,0,No,0,0,0,567313.62,4767595.51
1781,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aia,570812.11,4791510.57,STR ORIO,13,0,No,2.44,0,0,570812.11,4791510.57
1782,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aia,570812.11,4791510.57,STR ORIO,30,0,No,0,0,0,570812.11,4791510.57
1783,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aia,570812.11,4791510.57,STR ORIO,13,0,No,1.97,0,0,570812.11,4791510.57
1784,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Aia,570812.11,4791510.57,STR ORIO,30,0,No,0,0,0,570812.11,4791510.57
1785,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Errenteria,588816.94,4795656.53,STR PEKIN,13,0,No,9.84,0,0,588816.94,4795656.53
1786,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Errenteria,588816.94,4795656.53,STR PEKIN,30,0,No,0,0,0,588816.94,4795656.53
1787,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Errenteria,588816.94,4795656.53,STR PEKIN,13,0,No,10.5,0,0,588816.94,4795656.53
1788,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Errenteria,588816.94,4795656.53,STR PEKIN,30,0,No,0,0,0,588816.94,4795656.53
1789,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,547488.76,4773306.77,STR SAN ANTONIO,13,0,No,5.35,0,0,547488.76,4773306.77
1790,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,547488.76,4773306.77,STR SAN ANTONIO,30,0,No,0,0,0,547488.76,4773306.77
1791,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Segura,560081.92,4761743.93,STR SEGURA,13,0,No,5.09,0,0,560081.92,4761743.93
1792,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Segura,560081.92,4761743.93,STR SEGURA,30,0,No,0,0,0,560081.92,4761743.93
1793,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Soraluze-Placencia de las Armas,546650.86,4781187.61,STR SORALUZE,13,0,No,5.49,0,0,546650.86,4781187.61
1794,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Soraluze-Placencia de las Armas,546650.86,4781187.61,STR SORALUZE,30,0,No,0,0,0,546650.86,4781187.61
1795,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Tolosa,575289.44,4775389.19,STR TOLOSA (SAN BLAS,13,0,No,9.72,0,0,575289.44,4775389.19
1796,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Tolosa,575289.44,4775389.19,STR TOLOSA (SAN BLAS,30,0,No,0,0,0,575289.44,4775389.19
1797,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Tolosa,575289.44,4775389.19,STR TOLOSA (SAN BLAS,13,0,No,7.32,0,0,575289.44,4775389.19
1798,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Tolosa,575289.44,4775389.19,STR TOLOSA (SAN BLAS,30,0,No,0,0,0,575289.44,4775389.19
1799,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,585820.58,4797346.98,STR TRINTXERPE,13,0,No,2.37,0,0,585820.58,4797346.98
1800,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,585820.58,4797346.98,STR TRINTXERPE,30,0,No,0,0,0,585820.58,4797346.98
1801,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,585820.58,4797346.98,STR TRINTXERPE,13,0,No,8.45,0,0,585820.58,4797346.98
1802,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Donostia/San Sebastián,585820.58,4797346.98,STR TRINTXERPE,30,0,No,0,0,0,585820.58,4797346.98
1803,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,546962.61,4773987.73,STR TXARA,13,0,No,5.3,0,0,546962.61,4773987.73
1804,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Bergara,546962.61,4773987.73,STR TXARA,30,0,No,0,0,0,546962.61,4773987.73
1805,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zarautz,566475.83,4792292.37,STR UNTZAIN,13,0,No,9.44,0,0,566475.83,4792292.37
1806,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zarautz,566475.83,4792292.37,STR UNTZAIN,30,0,No,0,0,0,566475.83,4792292.37
1807,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Urretxu,555402.61,4771292.36,STR URRETXU,13,0,No,6.33,0,0,555402.61,4771292.36
1808,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Urretxu,555402.61,4771292.36,STR URRETXU,30,0,No,0,0,0,555402.61,4771292.36
1809,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,577967.92,4791413,STR USURBIL,13,0,No,6.1,0,0,577967.92,4791413
1810,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,577967.92,4791413,STR USURBIL,30,0,No,0,0,0,577967.92,4791413
1811,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,577967.92,4791413,STR USURBIL,13,0,No,2.3,0,0,577967.92,4791413
1812,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Usurbil,577967.92,4791413,STR USURBIL,30,0,No,0,0,0,577967.92,4791413
1813,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Villabona,577268.87,4781434.93,STR VILLABONA,13,0,No,4.11,0,0,577268.87,4781434.93
1814,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Villabona,577268.87,4781434.93,STR VILLABONA,30,0,No,0,0,0,577268.87,4781434.93
1815,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Villabona,577268.87,4781434.93,STR VILLABONA,13,0,No,3.63,0,0,577268.87,4781434.93
1816,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Villabona,577268.87,4781434.93,STR VILLABONA,30,0,No,0,0,0,577268.87,4781434.93
1817,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zarautz,567410.99,4791494.36,STR ZARAUTZ,13,0,No,7.57,0,0,567410.99,4791494.36
1818,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zarautz,567410.99,4791494.36,STR ZARAUTZ,30,0,No,0,0,0,567410.99,4791494.36
1819,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zarautz,567410.99,4791494.36,STR ZARAUTZ,13,0,No,14.83,0,0,567410.99,4791494.36
1820,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zarautz,567410.99,4791494.36,STR ZARAUTZ,30,0,No,0,0,0,567410.99,4791494.36
1821,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zestoa,559991.47,4787656.43,STR ZESTOA,13,0,No,1.87,0,0,559991.47,4787656.43
1822,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zestoa,559991.47,4787656.43,STR ZESTOA,30,0,No,0,0,0,559991.47,4787656.43
1823,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zumaia,560389.91,4792560.49,STR ZUMAIA,13,0,No,3.26,0,0,560389.91,4792560.49
1824,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zumaia,560389.91,4792560.49,STR ZUMAIA,30,0,No,0,0,0,560389.91,4792560.49
1825,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zumaia,560389.91,4792560.49,STR ZUMAIA,13,0,No,5.77,0,0,560389.91,4792560.49
1826,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Gipuzkoa,Zumaia,560389.91,4792560.49,STR ZUMAIA,30,0,No,0,0,0,560389.91,4792560.49
1827,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",Jaén,Santiago-Pontones,547157.51,4230415.62,ST CH MILLER,132,0,No,0,0,0,547157.51,4230415.62
1828,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,León,287433.41,4721092.43,ST ERAS DE RENUEVA,13,0,No,18.07,0,0,287433.41,4721092.43
1829,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,León,287433.41,4721092.43,ST ERAS DE RENUEVA,132,0,No,0,0,0,287433.41,4721092.43
1830,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Garrafe de Torío,286253.08,4736374.48,ST GARRAFE,132,0,No,0,0,0,286253.08,4736374.48
1831,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Garrafe de Torío,286253.08,4736374.48,ST GARRAFE,132,0,No,0,0,0,286253.08,4736374.48
1832,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Garrafe de Torío,286253.08,4736374.48,ST GARRAFE,45,0,No,19.7,0,0,286253.08,4736374.48
1833,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villaquilambre,289056.12,4722057.53,ST NAVATEJERA,132,0,No,0,0,0,289056.12,4722057.53
1834,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villaquilambre,289056.12,4722057.53,ST NAVATEJERA,45,0,No,35.06,0,0,289056.12,4722057.53
1835,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villaquilambre,289056.12,4722057.53,ST NAVATEJERA,13,0,No,13.11,0,0,289056.12,4722057.53
1836,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villaquilambre,289056.12,4722057.53,ST NAVATEJERA,45,0,No,22.42,0,0,289056.12,4722057.53
1837,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villaquilambre,289056.12,4722057.53,ST NAVATEJERA,13,0,No,6.1,0,0,289056.12,4722057.53
1838,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,"Burgo Ranero, El",318832.75,4704517.37,ST PAYUELOS,132,0,No,0,0,0,318832.75,4704517.37
1839,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,"Burgo Ranero, El",318832.75,4704517.37,ST PAYUELOS,20,0,No,21,0,0,318832.75,4704517.37
1840,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Cubillas de Rueda,319453.54,4722422.2,ST SAHECHORES,132,0,No,0,0,0,319453.54,4722422.2
1841,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villamañán,286308.84,4688179.71,ST SAN MILLAN,45,0,No,22.19,0,0,286308.84,4688179.71
1842,R1-001,"i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",León,Villamañán,286308.84,4688179.71,ST SAN MILLAN,45,0,No,0,0,0,286308.84,4688179.71
